video_id,task,text,gold_label,prediction
01760,Audio-driven Video Hallucination,Is the clock visible in the video?,Yes,"Yes, the clock is visible in the video."
01760,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01760,AV Captioning,Describe what you see and hear in a single sentence.,"In the city of night, a woman's speech is heard in a video of a large ancient clock clocking at the hour of the hour.",A clock tower with a large clock face and a light display.
00929,Video-driven Audio Hallucination,Is the vehicle engine making sound in the audio?,Yes,"Yes, the vehicle engine is making sound in the audio."
00929,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00929,AV Captioning,Describe what you see and hear in a single sentence.,"The car engine revs loudly as it is prepared to be installed in the vehicle, showcasing the intricate parts under the hood.","A man is standing next to a car with the hood open, and the engine is running."
00206,Video-driven Audio Hallucination,Is the digital mark making sound in the audio?,Yes,"Yes, the digital mark is making sound in the audio."
00206,Video-driven Audio Hallucination,Is the digital gun making sound in the audio?,Yes,"Yes, the digital gun is making sound in the audio."
00206,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00206,AV Captioning,Describe what you see and hear in a single sentence.,The electronic beeps and plastic clicking of the black digital clock on the counter were  interrupted by a wooden and synthesized explosion.,A clock with a red dot on it is ticking and a gun is being loaded.
00407,Video-driven Audio Hallucination,Is the toy helicopter making sound in the audio?,Yes,"Yes, the toy helicopter is making sound in the audio."
00407,Audio-driven Video Hallucination,Is the toy helicopter visible in the video?,Yes,"Yes, the toy helicopter is visible in the video."
00407,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00407,AV Captioning,Describe what you see and hear in a single sentence.,A black helicopter flying over a grassy field with the sound of wind blowing into a microphone.,A helicopter is flying in the sky with a man standing next to it.
00692,Video-driven Audio Hallucination,Is the video game making sound in the audio?,Yes,"Yes, the video game is making sound in the audio."
00692,Audio-driven Video Hallucination,Is the video game visible in the video?,Yes,"Yes, the video game is visible in the video."
00692,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00692,AV Captioning,Describe what you see and hear in a single sentence.,The audio-visual caption could be: In this video visible into the video game and back ground talking man. ,A video game with a pink rabbit and a rainbow.
00044,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00625,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02267,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00337,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00858,Video-driven Audio Hallucination,Is the horse making sound in the audio?,Yes,"Yes, the horse is making sound in the audio."
00858,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00858,AV Captioning,Describe what you see and hear in a single sentence.,The sound of horses neighing and snorting as they trot on a dirt surface accompanies the sight of a couple of brown horses grazing on green grass.,A group of horses running and playing in a field.
02250,Video-driven Audio Hallucination,Is the engine making sound in the audio?,Yes,"Yes, the engine is making sound in the audio."
02250,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
02250,AV Captioning,Describe what you see and hear in a single sentence.," in the video visible a man was driving a truck or bus along the road, with the sound of people talking.",A man drives a bus through a busy city street.
01002,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00808,Video-driven Audio Hallucination,Is the cutting board making sound in the audio?,Yes,"Yes, the cutting board is making sound in the audio."
00808,Audio-driven Video Hallucination,Is the cutting board visible in the video?,Yes,"Yes, the cutting board is visible in the video."
00808,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00808,AV Captioning,Describe what you see and hear in a single sentence.,The sound of splashing water and rustling accompanies a man cutting a green apple on a wooden cutting board with various tools.,A man is cooking food on a stove with a pot and pans.
01916,Video-driven Audio Hallucination,Is the truck making sound in the audio?,Yes,"Yes, the truck is making sound in the audio."
01916,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
01916,AV Captioning,Describe what you see and hear in a single sentence.,"Outside, a man directed the truck backwards, the truck beeping some houses is there.",A man in an orange vest is driving a truck with a black dump truck behind him.
01313,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00624,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00624,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00624,AV Captioning,Describe what you see and hear in a single sentence.,"As the engine roars and wind rushes by, a man speaks while riding a horse down the street, followed by another man speaking over a loudspeaker.",A man rides a horse-drawn carriage on a road with trees and a man driving a car in the background.
01026,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00071,Video-driven Audio Hallucination,Is the pigeons making sound in the audio?,Yes,"Yes, the pigeons are making sound in the audio."
00071,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00071,AV Captioning,Describe what you see and hear in a single sentence.,"A serene scene unfolds as a white pigeon coos softly while perched on a blue bowl in the grass, accompanied by the gentle flapping of bird wings in the wind in grass.",A group of pigeons standing in a blue bucket.
00537,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01946,Video-driven Audio Hallucination,Is the sheep making sound in the audio?,Yes,"Yes, the sheep is making sound in the audio."
01946,Audio-driven Video Hallucination,Is the sheep visible in the video?,Yes,"Yes, the sheep is visible in the video."
01946,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01946,AV Captioning,Describe what you see and hear in a single sentence.,"With the buzzing, there was a flock of sheep on the green grass, and they kept bleating and bleating and talking.",A flock of sheep and lambs grazing in a field with a fence in the background.
02081,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01394,Video-driven Audio Hallucination,Is the tigers making sound in the audio?,Yes,"Yes, the tigers are making sound in the audio."
01394,Audio-driven Video Hallucination,Is the tigers visible in the video?,Yes,"Yes, the tigers are visible in the video."
01394,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01394,AV Captioning,Describe what you see and hear in a single sentence.,"The two tigers were fighting and playing, with rockery behind them, the man's voice and the tiger's roar in the background.",A tiger and a lion are playing in a grassy area.
01775,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01811,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01181,Video-driven Audio Hallucination,Is the engine making sound in the audio?,Yes,"Yes, the engine is making sound in the audio."
01181,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01181,AV Captioning,Describe what you see and hear in a single sentence.,"The sound of a revving engine echoes as a man stands in a muddy stream, observing a stuck car in a ditch .",A man drives a muddy car through a forest.
01689,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00322,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00388,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01631,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00612,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00241,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00259,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00259,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
00259,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00259,AV Captioning,Describe what you see and hear in a single sentence.,"A man drives a car at night while talking on the phone, with the vehicle accelerating in the background.",A man driving a car at night with the sound of a car engine and music playing.
00545,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00231,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
00231,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00231,AV Captioning,Describe what you see and hear in a single sentence.,"In a closet filled with clothes, a young woman seen a glass and then she enjoying the moment, followed by her speaking in laptop.",A young woman is typing on a laptop in a room with a white wall and a table.
01914,Video-driven Audio Hallucination,Is the train making sound in the audio?,Yes,"Yes, the train is making sound in the audio."
01914,Video-driven Audio Hallucination,Is the train track making sound in the audio?,Yes,"Yes, the train track is making sound in the audio."
01914,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is a train sound, but the visual is a video of a train passing by a building."
01914,AV Captioning,Describe what you see and hear in a single sentence.,The red train on the train track whistled as it clicked and lots of poil.,A train with orange and red cars is passing by a building on a track.
01669,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02239,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00299,Video-driven Audio Hallucination,Is the bees making sound in the audio?,Yes,"Yes, the bees are making sound in the audio."
00299,Audio-driven Video Hallucination,Is the bees visible in the video?,Yes,"Yes, the bees are visible in the video."
00299,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00299,AV Captioning,Describe what you see and hear in a single sentence.,"Insects buzz as bees swarm around a beehive on a set of steps, while a beekeeper inspects a frame of honey.",A person in a beekeeping suit is holding a frame of bees in a hive.
00356,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01902,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
01902,Video-driven Audio Hallucination,Is the boat making sound in the audio?,Yes,"Yes, the boat is making sound in the audio."
01902,Audio-driven Video Hallucination,Is the water visible in the video?,Yes,"Yes, the water is visible in the video."
01902,Audio-driven Video Hallucination,Is the boat visible in the video?,Yes,"No, the boat is not visible in the video."
01902,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
01902,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01902,AV Captioning,Describe what you see and hear in a single sentence.,"A man placed the model of the boat in the water, and the boat spun its rear propeller forward, the water making a tiny sound, the man talking.",A man pours water into a glass on a table with a bottle of water nearby.
00611,Video-driven Audio Hallucination,Is the car engine making sound in the audio?,Yes,"Yes, the car engine is making sound in the audio."
00611,Audio-driven Video Hallucination,Is the car engine visible in the video?,Yes,"Yes, the car engine is visible in the video."
00611,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00611,AV Captioning,Describe what you see and hear in a single sentence.,The loud engine hums as people laugh while a red truck drives down a rainy highway surrounded by trees.,A red car drives down a road with a man in the driver's seat.
01537,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
01537,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00677,Video-driven Audio Hallucination,Is the cats making sound in the audio?,Yes,"Yes, the cats are making sound in the audio."
00677,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00677,AV Captioning,Describe what you see and hear in a single sentence.,"In a room filled with technology, cats are captivated by the television as they meow and a man sings in the background.",A cat is sitting on a computer screen watching a video.
00656,Video-driven Audio Hallucination,Is the turbin making sound in the audio?,Yes,"Yes, the turbine is making sound in the audio."
00656,Video-driven Audio Hallucination,Is the helicopter making sound in the audio?,Yes,"Yes, the helicopter is making sound in the audio."
00656,Audio-driven Video Hallucination,Is the turbin visible in the video?,Yes,"Yes, the turbin is visible in the video."
00656,Audio-driven Video Hallucination,Is the helicopter visible in the video?,Yes,"Yes, the helicopter is visible in the video."
00656,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00656,AV Captioning,Describe what you see and hear in a single sentence.,"In the cockpit of a military helicopter, a pilot and soldier are seen through the window, accompanied by the high-pitched turbine noise and rhythmic squeaking growing louder.",A helicopter with a pilot inside is parked on the ground.
01527,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00835,Video-driven Audio Hallucination,Is the car making sound in the audio?,Yes,"Yes, the car is making sound in the audio."
00835,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is a car driving on a road at night, while the visual is a car driving on a road at night."
00835,AV Captioning,Describe what you see and hear in a single sentence.,A car revving its engine and tires squealing as it speeds down a wet street at night.,A car drives through a parking lot at night with a man in the driver's seat.
00556,Video-driven Audio Hallucination,Is the toy helicopter making sound in the audio?,Yes,"Yes, the toy helicopter is making sound in the audio."
00556,Audio-driven Video Hallucination,Is the toy helicopter visible in the video?,Yes,"Yes, the toy helicopter is visible in the video."
00556,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00556,AV Captioning,Describe what you see and hear in a single sentence.,"A small red helicopter lands in a parking lot as its motor starts up, while a man skis nearby.",A red helicopter is seen on a parking lot with a man standing nearby.
02002,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
02002,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02002,AV Captioning,Describe what you see and hear in a single sentence.,"The video shows a man talking, with shells and fish on shelves in square tanks.",A fish swims in a tank with a man standing next to it.
00672,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02308,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
02308,AV Captioning,Describe what you see and hear in a single sentence.,"On the road, with the sound of the wind, a group of people on their bicycles drove forward.",A group of people on bicycles ride down a busy street.
01858,Video-driven Audio Hallucination,Is the car making sound in the audio?,Yes,"Yes, the car is making sound in the audio."
01858,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01858,AV Captioning,Describe what you see and hear in a single sentence.,A car pulled up on the road and roared.,"A black BMW car with its engine revving and exhaust pipe emitting smoke, parked on a city street."
01763,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00775,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00775,Video-driven Audio Hallucination,Is the power drill making sound in the audio?,Yes,"Yes, the power drill is making sound in the audio."
00775,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
00775,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00775,AV Captioning,Describe what you see and hear in a single sentence.,"A man in a hat standing next to a brick wall screams in terror as a power drill runs, while a person in a video game scene reacts with fear and one women was helping a men.",A man and woman are in a dark room with a man holding a gun and a woman on the floor.
00290,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01211,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01211,AV Captioning,Describe what you see and hear in a single sentence.,The serene cityscape from the top of a tall building is accompanied by a mix of light music and distant birds sound with the gentle wind.,"I see a cityscape with buildings and cars passing by, and hear the sound of traffic."
00711,Video-driven Audio Hallucination,Is the group of kids making sound in the audio?,Yes,"Yes, the group of kids are making sound in the audio."
00711,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00711,AV Captioning,Describe what you see and hear in a single sentence.,"A group of kids chatting and giggling on a bus, with a young girl in a pink shirt smiling at the camera while a boy gazes out the window and a woman talks on the phone, capturing a mix of joy and contemplation in transit.","A young boy and girl are sitting in a school bus, with the boy talking on a cell phone."
01683,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02222,Video-driven Audio Hallucination,Is the guitar making sound in the audio?,Yes,"Yes, the guitar is making sound in the audio."
02222,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
02222,AV Captioning,Describe what you see and hear in a single sentence.,"A man was playing music with a guitar, with special effects units displayed beside him.",A man playing a guitar with a red and white Fender Stratocaster.
00361,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00446,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02051,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00966,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01212,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01563,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02067,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02170,Video-driven Audio Hallucination,Is the trombone making sound in the audio?,Yes,"Yes, the trombone is making sound in the audio."
02170,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02170,AV Captioning,Describe what you see and hear in a single sentence.,"In the music room, four men stood to play the trombone, playing beautiful music.",A man playing the trumpet in a recording studio.
00374,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00948,Video-driven Audio Hallucination,Is the red horn making sound in the audio?,Yes,"No, the red horn is not making sound in the audio."
00948,Video-driven Audio Hallucination,Is the people lying making sound in the audio?,Yes,"Yes, the people are lying and making sound in the audio."
00948,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00948,AV Captioning,Describe what you see and hear in a single sentence.,"By a horn honking , a group of people laughing while a couple lays in bed with a child sleeping peacefully.","A man and a woman are in a room with a bed, a cat, and a dog. They are talking and laughing."
01706,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01706,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
01706,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01706,AV Captioning,Describe what you see and hear in a single sentence.,"To the sound of the song, a long-haired woman in a striped blouse sat on the sofa, singing with a microphone in her hand, and the picture turned. Two people sat on the left side of the studio, two on the right, and two on the right. Then there appeared a woman in a striped blouse and ponytail singing with a microphone, and a woman with long hair swaying along. There was a round of applause and cheers at the end of the song.","A group of people are singing and playing instruments on stage, with a woman singing into a microphone."
02209,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00778,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00266,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01091,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02207,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00531,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02040,Video-driven Audio Hallucination,Is the spray making sound in the audio?,Yes,"Yes, the spray is making sound in the audio."
02040,Audio-driven Video Hallucination,Is the spray visible in the video?,Yes,"Yes, the spray is visible in the video."
02040,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02040,AV Captioning,Describe what you see and hear in a single sentence.,"With a light voice, a woman's voice appeared in the background of a blue sky with a spray that spewed a white patch with a blue font logo and two lines of yellow fonts. Then came two bottles of spray, one of which spewed a blank, with a blue logo on it.",A person is holding a bottle of spray and a spray bottle with a blue sky and clouds in the background.
00665,Video-driven Audio Hallucination,Is the dog making sound in the audio?,Yes,"Yes, the dog is making sound in the audio."
00665,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00665,AV Captioning,Describe what you see and hear in a single sentence.,"In a room,  a black and white dog sits next to a black chair, with a dog whimpering and growling  sounds.",A dog is playing with a ball in a room with other dogs.
01732,Video-driven Audio Hallucination,Is the liquid making sound in the audio?,Yes,"Yes, the liquid is making sound in the audio."
01732,Audio-driven Video Hallucination,Is the liquid visible in the video?,Yes,"Yes, the liquid is visible in the video."
01732,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01732,AV Captioning,Describe what you see and hear in a single sentence.,"A black twisted tube spilled red liquid, making a rattle while someone spoke.",A man is pouring water into a car engine while a hose is connected to the engine.
01590,Video-driven Audio Hallucination,Is the text making sound in the audio?,Yes,"No, the text is not making sound in the audio."
01590,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01590,AV Captioning,Describe what you see and hear in a single sentence.,"Along with the music, there are several iron pipes, the picture visible, with a blue background yellow sun pattern and a line of English words.","The video shows a close-up of a clock with a black and white background, with a sound of ticking."
00143,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00143,AV Captioning,Describe what you see and hear in a single sentence.,Listening of birds chiriping sound and flies buzzing sound  in the video.,A woman is seen planting flowers in a field.
01867,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01554,Video-driven Audio Hallucination,Is the zipper making sound in the audio?,Yes,"No, the zipper is not making sound in the audio."
01554,Audio-driven Video Hallucination,Is the zipper visible in the video?,Yes,"Yes, the zipper is visible in the video."
01554,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01554,AV Captioning,Describe what you see and hear in a single sentence.,"In the video, a hand zips up the backpack and a rhythm of music comes from the side.",A man is seen putting on a pair of shoes in a black bag.
01995,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01308,Video-driven Audio Hallucination,Is the running machine making sound in the audio?,Yes,"Yes, the running machine is making sound in the audio."
01308,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
01308,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01308,AV Captioning,Describe what you see and hear in a single sentence.,"A man is introducing a running machine, which roars.",A man is using a vacuum cleaner with a motor and a fan.
02273,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01613,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00910,Video-driven Audio Hallucination,Is the bell making sound in the audio?,Yes,"Yes, the bell is making sound in the audio."
00910,Video-driven Audio Hallucination,Is the wood making sound in the audio?,Yes,"Yes, the wood is making sound in the audio."
00910,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00910,AV Captioning,Describe what you see and hear in a single sentence.,"The ambiance of wood clacking and bells chiming is captured in a room with a yellow candle in a glass vase, a piece of wood on a wooden wall.",A man is using a hammer to fix a piece of wood on a table.
01205,Video-driven Audio Hallucination,Is the duck making sound in the audio?,Yes,"Yes, the duck is making sound in the audio."
01205,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01205,AV Captioning,Describe what you see and hear in a single sentence.,"A duck quacks repeatedly while a horse's hooves clop, as ducks swim in a blue bowl of water next to a plastic pool with a blue bottom.",A duck and a goose are standing in a blue pool of water.
01779,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02168,Video-driven Audio Hallucination,Is the players making sound in the audio?,Yes,"Yes, the players are making sound in the audio."
02168,Video-driven Audio Hallucination,Is the crowd making sound in the audio?,Yes,"Yes, the crowd is making sound in the audio."
02168,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02168,AV Captioning,Describe what you see and hear in a single sentence.,"At the volleyball stadium, the yellow and white players were playing, and the crowd cheered.",A group of people are playing volleyball in a gym.
01322,Video-driven Audio Hallucination,Is the piano making sound in the audio?,Yes,"Yes, the piano is making sound in the audio."
01322,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01322,AV Captioning,Describe what you see and hear in a single sentence.,"An old man in a green jacket played the piano, which was played with a nice piano music, on which two puppet dolls and a pot of flowers were placed.",An elderly man is playing a piano in a room with a painting of a woman and a snowman.
01969,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01611,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00185,Video-driven Audio Hallucination,Is the clock making sound in the audio?,Yes,"Yes, the clock is making sound in the audio."
00185,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00185,AV Captioning,Describe what you see and hear in a single sentence.,The sound of a clock ticking accompanies a visual of a large clock hanging on a wall above a wooden door with a statue of a bird perched nearby.,A clock with a wooden frame and two birds on top of it.
00740,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00740,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
00740,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00740,AV Captioning,Describe what you see and hear in a single sentence.,The audio of loud hissing and speech accompanies the visual of a man holding a knife cutting into a dead sheep next to a tree.,A man is cutting a dead animal with a knife while a group of people watch.
01939,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01624,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01624,AV Captioning,Describe what you see and hear in a single sentence.,"In the picture there is a man's voice, the picture appears a big fireball, the picture turns, appears the burning fire, the picture turns, appears a yellow ball.","A person is holding a red and orange fire in their hand, with a sun in the background."
00873,Video-driven Audio Hallucination,Is the water making sound in the audio?,Yes,"Yes, the water is making sound in the audio."
00873,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00873,AV Captioning,Describe what you see and hear in a single sentence.,"A man is wading through a stream under a bridge, trying to drain water from a pipe, as the water gurgles and splashes with a quiet thump.",A man is seen washing his hands in a stream under a bridge.
00716,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00726,Video-driven Audio Hallucination,Is the frog making sound in the audio?,Yes,"Yes, the frog is making sound in the audio."
00726,Audio-driven Video Hallucination,Is the frog visible in the video?,Yes,"Yes, the frog is visible in the video."
00726,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00726,AV Captioning,Describe what you see and hear in a single sentence.,"In the rainforest, a man talks amidst music, as a yellow frog croaks on top of a rock.",A man is standing in front of a glass case with a red frog inside.
01693,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
00875,Video-driven Audio Hallucination,Is the sewing machine making sound in the audio?,Yes,"Yes, the sewing machine is making sound in the audio."
00875,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
00875,AV Captioning,Describe what you see and hear in a single sentence.,The sound of hissing accompanies the running of a sewing machine as it stitches a piece of blue jeans.,A man is sewing blue jeans with a machine.
